Sentence,Emotion,score
chờ tý tao đi thay bỉm xíu tao quay lại .,Fear,1
có hiệu quả không mới quan trọng,Other,0
sáng sớm đã đậm chất ngôn tình . tránh ra chỗ bà gym nào .,Disgust,3
anh chờ ... đáng yêu ghê,Enjoyment,0
cười như cục cức trôi sông lạc chợ 😏😏👌,Disgust,3
tao buồn mấy năm nay rồi,Sadness,2
phải đối xử tốt với chính bản thân mình :),Enjoyment,0
"chủ động nói chuyện , nhắn tin khi có time . nhưng đời không như mơ",Sadness,2
"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",Anger,4
tao đang đi phân khối lớn đây . ai cũng kêu nhìn cá tính vãi 😁,Enjoyment,0
động lực để phụ nữ chiến đấu chính là gia đình và bản thân họ :),Other,0
mink chỉ lo là nhà nước không đủ gạo nuôi mấy anh,Sadness,2
sản phẩm khá là mới lạ trong việt nam,Surprise,0
"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự",Enjoyment,0
ai trèo lên đưa cho ảnh cái áo mưa đi kẻo ướt ảnh đó,Other,0
"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết",Fear,1
chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó,Disgust,3
nó mới ghé nhà tao đây :)),Enjoyment,0
nhìn mặt là cười phọt rồi,Enjoyment,0
per cấm dừng đỗ đâu cụ thớt ???,Other,0
đọc chả hiểu gì :( mất gốc rồi :(,Sadness,2
mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,Other,0
"em vợ có thể ngủ với mẹ , còn anh thì ngủ với em 😂",Enjoyment,0
cái giọng anh quay phim nghe ngọt quá 😘😘,Enjoyment,0
đẹp đôi vãi 🤩,Enjoyment,0
như con ma tơi có ngày ném cho cái cốc vào mặt thì đừng trách,Anger,4
"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))",Other,0
chỉ thấy mất dạy,Disgust,3
vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy,Disgust,3
tiền cắt tóc như kia đủ mua giày rồi :v,Sadness,2
"trên phim thôi . ngoài đời thì đứa con gái uống xong ngất luôn , hôm sau thì bị bán mẹ sang trung quốc",Other,0
đấy cổ tích như thế có mà dân lại ngồi hết lên đầu pháp luật . tai nạn tăng không ngừng nghỉ ấy chứ .,Disgust,3
"nếu không có lòng yêu thương , thì đừng nuôi",Disgust,3
định mệnh gớm vãi 🤮🤮🤮,Disgust,3
kiểu xem đứa nào thắng !,Other,0
"èo , ngọt quá đi",Enjoyment,0
lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng,Disgust,3
nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé,Disgust,3
t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧,Fear,1
nó bướng vãi . cứ làm theo ý mình,Anger,4
nghe như hát trầu văn,Disgust,3
đúng rồi mà kệ nó tao đéo quan tâm . chụp cho ai thì chụp,Other,0
nhà có người già vui thật nhỉ 🤣👍,Enjoyment,0
tao nấu củi chưa nấu bằng rơm bao giờ 😪,Other,0
bếp dầu trước kia tôi đã thuờg dùng,Other,0
ngọc ngọc đồng nghiệp tốt,Other,0
đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường,Disgust,3
"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?",Anger,4
tạm biệt sếp và mong sớm có ngày sếp quay lại ...,Other,0
tao dễ thương nhưng vẫn ế đây này mơ mộng ít thôi,Sadness,2
"má , dume cười ỉa :))))",Enjoyment,0
bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,Anger,4
cái này nó giống câu “ em ăn cơm chưa ” vãi,Surprise,0
bị rồi nè :))) mua 6 ly rớt hết 4 ly,Other,0
"đây là 1 câu chuyện buồn đó , đừng có haha nha per",Disgust,3
chảy cả nói chuyện mắt,Other,0
là tôi tôi cũng tát vỡ mồm nó ~~,Anger,4
per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏,Sadness,2
rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂,Enjoyment,0
nghe mát lòng mát gan thế ????,Enjoyment,0
tao đang xem cái gì vậy,Other,0
sợ đến lúc đó muốn lấy vợ phải sang nước khác nhập khẩu về quá,Fear,1
nhiều khi cũng muốn chọc cho người yêu giận nhưng mới nhớ ra mình đéo có người yêu 😌,Sadness,2
nguy hiểm thật,Fear,1
"ok hay quá , dùng điện này thôi",Enjoyment,0
ơ tao đang mơ 🤩,Enjoyment,0
chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂,Disgust,3
"per ăn tết xong , cần cây cầu này để giảm cân 😆😆",Enjoyment,0
loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .,Disgust,3
:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo,Sadness,2
chắc chắn người pháp sẽ khôi phục lại được . tin là như thế,Other,0
per á đông có đồng nghiệp như hiệp suốt ngày rủ đi vệ sinh cùng ghê vãi,Disgust,3
đm nhìn ngầu vãi,Enjoyment,0
chuẩn luôn khi ở công tình yêu toàn là các anh chị em đồng nghiệp tốt he he,Enjoyment,0
với tôi là gia đình và sự hận thù .,Other,0
người ta gọi là ngu mà cứ đâm đầu vào đấy :),Disgust,3
tỉnh táo đi em !,Other,0
bếp dầu thời bao cấp,Other,0
có cái bệnh này nữa hả trời,Surprise,0
agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật,Disgust,3
crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,Other,0
nhà tao cũng gần mà tao không bao giờ dám đi đêm,Fear,1
kiểu gì chả chết ? đá to như kia thoát sao nổi ?,Sadness,2
không muốn huhu,Sadness,2
ông trời cho mình lũ bạn cờ hó quá ấy mà :),Enjoyment,0
dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha,Enjoyment,0
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Surprise,0
chọn cây đẹp đẹp rồi để các bạn trẻ đổ xô đến vì hiếu kỳ lại gây tắc đường à dume,Disgust,3
biết là đau lòng nhưng sao bản thân vẫn muốn biết nó,Sadness,2
per mang võng ra không lại tủi không thể ngồi,Other,0
đóng của trường đi bắt bỏ tù loai người xấu xa : ham lợi nhuận : lừa đảo phụ huynh lấy tiền,Disgust,3
như 1 canh bạc ấy nhỉ @@,Other,0
chợt nhận ra mình chưa từng thích thầm ai trong lớp,Other,0
cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này,Other,0
dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((,Fear,1
"không biết khuyên thế nào , nhưng chỉ cần bình tĩnh 1 xíu , dù gì thì cũng đừng tự sát , đời người chỉ sống 1 lần thôi ...",Sadness,2
tao bực mày lắm rồi đấy,Anger,4
crush tao mất rồi .,Sadness,2
cái thứ tình yêu bọ xít :)),Disgust,3
"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .",Fear,1
cặp này lầy mà dễ thương,Enjoyment,0
per mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^,Disgust,3
"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả .",Anger,4
địt mẹ mấy thằng nhà quê,Disgust,3
vãi chả phơi hết tim gan phèo phổi @@,Disgust,3
cảnh thì dõ đẹp mà nhìn nước ô nhiễm quá,Disgust,3
thích nấu lúc nào cũng được,Other,0
"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ",Anger,4
cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :)),Enjoyment,0
đm quả gật đầu quả quyết vãi 😂,Enjoyment,0
ho mà vỡ xương kể ra trên đời lắm chuyện lạ vãi,Surprise,0
bốc toàn trúng may mắn lần sau,Sadness,2
nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài,Disgust,3
cẩn thận móc túi trộm nhé anh chị em .,Other,0
đoạn cuối yêu mún chết,Enjoyment,0
hahahaha,Enjoyment,0
cuộc đời bà đã nấu hơn 50 nồi bánh chưng rồi nhưng bà chưa bao giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ .,Enjoyment,0
"mày vã quá rồi đấy , sang lên chứ 🙄",Other,0
"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))",Enjoyment,0
per ôi cái bếp một thời chinh chiến,Enjoyment,0
vl mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy :)) chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn :))))) bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn,Anger,4
"trời mẹ phim gì vậy thớt ơi , cười ná thở",Enjoyment,0
nhưng công nhận nhìn ngáo cỏ yêu thật =)),Enjoyment,0
ăn mà không biết dọn .,Disgust,3
tao được thấy nói chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng,Sadness,2
mày ăn cứt hay sao ngu thế hả,Anger,4
chia buồn với gã lưng gù 😥😢,Sadness,2
tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,Sadness,2
tác phẩm nghệ thuật chất lượng cao hiếm hoi của điện ảnh việt nam nhưng không được công chúng quê nhà đón nhận,Sadness,2
thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu 😌.,Sadness,2
"per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢",Fear,1
"tui ở tuy hòa , phú yên mà chả nhận ra luôn .",Sadness,2
"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng",Sadness,2
cô gái này thật dễ thương “ anh cứ nhắm mắt làm đại một lần thôi mà “ 😂😂,Enjoyment,0
mới ra mà nắm bắt nhanh thế,Other,0
"chị thích con gái mạnh mẽ , cá tính .",Enjoyment,0
tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .,Anger,4
cho bỏ cái ngu đậu xe ẩu tả .,Disgust,3
buôn bỏ nhưng tình cảm ko thuoc về mình nua . bat đầu kiem tiên,Sadness,2
"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭",Enjoyment,0
người gì đâu mà dễ thương quá chờiiiii,Enjoyment,0
nhìn mặt nó nhăn nhó khó chịu vãi,Disgust,3
nhưng sạn quá . ma mà sao lúc đầu có bóng của cánh tay vậy .???,Other,0
đừng tưởng nó nói yêu mày là yêu mày thật :))),Other,0
vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌,Disgust,3
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,Disgust,3
t đi lộn lớp rồi,Other,0
per la liếm cả ở trong này hả =)),Surprise,0
chuẩn bị prayforparis thôi 23 tuần kể từ khi phe áo vàng làm loạn rồi mà vẫn chưa dẹp được .,Sadness,2
ở dơ vãi - _ -,Disgust,3
sinh viên năm 3 rồi nhưng vẫn chưa định hướng ra trường làm cái giống gì đây :(,Sadness,2
cái máy nghe nhạc nè,Other,0
ra xong bảo anh ý ship em về nhà luôn được không . xe em bị hỏng mất tiêu rồi =)),Enjoyment,0
y tế chăm sóc sức khỏe lương nhiều vậy sao,Surprise,0
t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper,Enjoyment,0
các bác bình luận ở đây cũng có khác gì họ đang ngồi chửi nhà nước không,Disgust,3
"con nghiệt súc này mỗi lần tao đi đá bóng là 2 vợ chồng nó dí theo cắn bầm hết chân , thứ này thù dai kinh khủng , chiều nào nó cũng khởi động cho tao trước khi đá bóng ... con mẹ nó giờ tao lớn rồi , tay nghề nấu nướng cũng không tệ gặp mà dí theo là xác định tao quay nó vàng ương luôn =]]",Enjoyment,0
nấu kiểu này ngon lắm luôn 😋😋,Enjoyment,0
per thích quáaaaa,Enjoyment,0
mấy ai chứng minh được điều đó 😍,Other,0
thằng ben thật tội nghiệp,Sadness,2
yêu quá nè nè,Enjoyment,0
có ai như tao không . chả thích đi đền chùa vì nhiều lí do ??,Other,0
tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂,Other,0
mong anh có thể đạt được ước mơ của mình .... cố lên,Enjoyment,0
ai muốn đi thái hè này với tôiii nào cũng chim ưng phết đấyy :))),Enjoyment,0
má nó điên đến mức này rồi à,Disgust,3
muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :)),Disgust,3
con gái con đứa thứ gì vô duyên không mặc cả quần lót,Disgust,3
bếp dầu chứ có gì mà không biết,Other,0
uiiiii hay vì n đổ ra sàn mà n đổ đầy mồm thì pheee,Enjoyment,0
ngáo ... là có thật luôn này,Surprise,0
tao đã bị nó làm cho lầm tưởng rồi . tao thật ngu ngốc - _ -,Sadness,2
cái kết xàm lông thiệt :)),Disgust,3
bọn nè phạt nặng .,Anger,4
đẹp trai thật .,Enjoyment,0
tao thấy buồn cười vãi :)),Enjoyment,0
không pha ̉ i ki ̀ thi ̣ ma ̀ gơ ́ mày vãi,Disgust,3
mấy góc cầu bị bể là thành quả của mấy đứa mập chân ngắn để lại à ....,Other,0
lũ bảo vệ nhìn vô dụng nhỉ :v quanh đó có gì xảy ra còn del biết thì làm bảo vệ làm cái gì ?,Disgust,3
"trải qua một cuộc bể dâu , rồi bể ong ???? lót dép hóng :v",Enjoyment,0
per chắc tao nên làm quả móng chân xoắn ốc dài nhất thế giới :))),Other,0
